"","X.1","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng","stateCode","state.name.x","state.name.y"
"2038",2038,26325,"x215096458","x1100092671778058241","2019-02-25 17:58:26","manthapaige13","i cant believe i actually have to go to the store and spend $15 on abreva bcs i deadass got a cold sore 20 min after taylor posted those fucking palm trees","Twitter for iPhone",155,"","","",FALSE,FALSE,9,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/35f9d631a3650f85.json","Poinciana","Poinciana, FL","city","United States","US","NA NA","NA NA","-81.520362 -81.432991 -81.432991 -81.520362 28.061951 28.061951 28.218482 28.218482","https://twitter.com/manthapaige13/status/1100092671778058241","Samantha","NJ✈️FL","23 // would die for taylor swift and david wright // walt disney world cast member // #LGM⚾️","https://t.co/GyobQEDxIm",FALSE,7246,960,157,227976,192759,"2010-11-13 00:15:38",FALSE,"https://t.co/GyobQEDxIm","https://curiouscat.me/manthapaige13","en","https://pbs.twimg.com/profile_banners/215096458/1532972310","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/1100624488536965120/Ntaw9kYx_normal.jpg",28.1402165,-81.4766765,"FL","Florida","Florida"
"2039",2039,26365,"x42074324","x1100074193150980098","2019-02-25 16:45:00","YorkiePug","Welcome home to me, I have a cold now 🤧","Twitter for iPhone",39,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/219ccc645d458eee.json","Andover","Andover, MN","city","United States","US","NA NA","NA NA","-93.40681 -93.265395 -93.265395 -93.40681 45.21178 45.21178 45.304142 45.304142","https://twitter.com/YorkiePug/status/1100074193150980098","Sandy likes pugs, yorkies & Martin Freeman","","","",FALSE,504,381,33,33922,43724,"2009-05-23 18:36:48",FALSE,"","","en","https://pbs.twimg.com/profile_banners/42074324/1527645390","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/1093163460647706624/UNN3Jd3e_normal.jpg",45.257961,-93.3361025,"MN","Minnesota","Minnesota"
"2040",2040,26389,"x143514419","x1100058837833433088","2019-02-25 15:43:59","ErikAinge3","@C6E_MUSIC I have flu a, strep and possibly mono. I’m for real dying. Death.","Twitter for iPhone",65,"x1100058651463745536","x2299350495","C6E_MUSIC",FALSE,FALSE,4,0,"",NA,"","","","","","","","","","",NA,"x2299350495","C6E_MUSIC","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/77ba99c153c2336c.json","Lenoir City","Lenoir City, TN","city","United States","US","NA NA","NA NA","-84.329998 -84.208158 -84.208158 -84.329998 35.755996 35.755996 35.876542 35.876542","https://twitter.com/ErikAinge3/status/1100058837833433088","Erik Ainge","Knoxville, Tennessee","Host of ‘The Erik Ainge Show’ on @SportsRadioWNML (M-F 9a-Noon) Brand Ambassador 4 @Tailgate_Vols and an overall decent fella!","https://t.co/aOTdKg5FRO",FALSE,70764,2945,690,21908,5798,"2010-05-13 17:40:30",TRUE,"https://t.co/aOTdKg5FRO","http://SportsRadioWNML.com","en","https://pbs.twimg.com/profile_banners/143514419/1518402222","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1063875196388601856/mn9sqir8_normal.jpg",35.816269,-84.269078,"TN","Tennessee","Tennessee"
"2041",2041,26390,"x490587864","x1100058710733475841","2019-02-25 15:43:29","SITNBoston","When we have a cold, our blood &amp; immune systems help us get well.

Plants have no blood or immune cells to fight pathogens. So how do plants ensure a speedy recovery?

#scicomm by @Harvard undergrad Sophia Swartz w/ graphics by @HarvardOEB's Abagail Burrus
https://t.co/OdzLXut7Wl","Twitter Web Client",284,"","","",FALSE,FALSE,7,3,"scicomm",NA,"sitn.hms.harvard.edu/flash/2019/ext…","https://t.co/OdzLXut7Wl","http://sitn.hms.harvard.edu/flash/2019/extracellular-dna-plant-health-hardship/","","","","","","","",NA,"x39585367 x2801969536","Harvard HarvardOEB","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/8193d87541f11dfb.json","Cambridge","Cambridge, MA","city","United States","US","NA NA","NA NA","-71.160356 -71.064398 -71.064398 -71.160356 42.352429 42.352429 42.4039663 42.4039663","https://twitter.com/SITNBoston/status/1100058710733475841","Science in the News","Boston, MA","Science in the News is a Harvard University GSAS PhD student-run organization aiming to bring science to the general public.","https://t.co/szEGCgsEbm",FALSE,1911,325,83,1644,957,"2012-02-12 18:15:11",FALSE,"https://t.co/szEGCgsEbm","http://sitnboston.com","en","https://pbs.twimg.com/profile_banners/490587864/1537108026","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1098603690922004481/SirJgt8p_normal.png",42.37819765,-71.112377,"MA","Massachusetts","Massachusetts"
"2042",2042,26407,"x1254737468","x1100042975948800001","2019-02-25 14:40:57","BlondeFittie25","I have a cold...it’s manageable. But what’s not manageable? This fucking tickle/scratchy feeling I’ve had in the back of my throat for 3 freaking days and nothing fixes it 🙂","Twitter for iPhone",173,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/cb74aaf709812e0f.json","Tulsa","Tulsa, OK","city","United States","US","NA NA","NA NA","-96.0656278 -95.761656 -95.761656 -96.0656278 35.968624 35.968624 36.250159 36.250159","https://twitter.com/BlondeFittie25/status/1100042975948800001","LS_GetsFit","918, OK","27. Happily Married. Dog Mom. Trying to find a happy balance of fitness and chips and queso.","",FALSE,756,560,4,16405,1503,"2013-03-09 16:06:23",FALSE,"","","en","https://pbs.twimg.com/profile_banners/1254737468/1546288596","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1083931914606731264/lQuXNd84_normal.jpg",36.1093915,-95.9136419,"OK","Oklahoma","Oklahoma"
"2043",2043,26422,"x849743942107189248","x1100028511446814720","2019-02-25 13:43:29","emilymerrin_","So I have not just Flu A, or Flu B, but both Flu A &amp; B. My dad had a cold the other week and was like “yeah, sounds similar to mine. It’ll take you a while to get over that.” And that, my friends, is the epitome of #mancold","Twitter for iPhone",227,"","","",FALSE,FALSE,6,0,"mancold",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/512a8a4a4c4b4be0.json","Charlotte","Charlotte, NC","city","United States","US","NA NA","NA NA","-81.046876 -80.646695 -80.646695 -81.046876 35.001706 35.001706 35.416412 35.416412","https://twitter.com/emilymerrin_/status/1100028511446814720","Em","Charlotte, NC","shoe enthusiast & mediocre parallel parker","https://t.co/hVEILRyV1B",FALSE,38,69,0,182,303,"2017-04-05 22:01:58",FALSE,"https://t.co/hVEILRyV1B","http://thoreau2bardot.com/feed/the-thing-about-fashion","en","https://pbs.twimg.com/profile_banners/849743942107189248/1539016714","","http://pbs.twimg.com/profile_images/1100230036186116096/BS6jdhS1_normal.jpg",35.209059,-80.8467855,"NC","North Carolina","North Carolina"
"2044",2044,26423,"x161784689","x1100027268104159234","2019-02-25 13:38:32","theyloveashley","Pissed lol and my @Postmates decided he wanna get lost ! Food got to me 30 mins after the time it was supposed to get to me! I need my food to be free . It got cold and soggy https://t.co/a6MGQgouQb","Twitter for iPhone",174,"","","",TRUE,FALSE,0,0,"",NA,"twitter.com/_StepYaPrettyU…","https://t.co/a6MGQgouQb","https://twitter.com/_StepYaPrettyUp/status/1099903809906753536","","","","","","","",NA,"x276254736","Postmates","en","x1099903809906753536","@theyloveashley @Postmates_Help Same","2019-02-25 05:27:58","Twitter for iPhone",0,0,"x180865217","_StepYaPrettyUp","👑 willie",1219,1081,43198,"Flawdah 🌴","✨MCMXCIII | Lover of Christ ✝️ | Mommy 🤱🏽| Wife 💍",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/dc62519fda13b4ec.json","Tampa","Tampa, FL","city","United States","US","NA NA","NA NA","-82.620093 -82.2652945 -82.2652945 -82.620093 27.821353 27.821353 28.171836 28.171836","https://twitter.com/theyloveashley/status/1100027268104159234","Ashley 🦂","paradise with drake","Romans 8:18 • Black Lives Matter 🖤 • GO BUCS • Biology • Chipotlé Addict","https://t.co/63GLitmtLv",FALSE,1114,772,18,80434,98,"2010-07-01 19:31:54",FALSE,"https://t.co/63GLitmtLv","http://cash.me/$theyloveashley","en","https://pbs.twimg.com/profile_banners/161784689/1533260730","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1087163561007296512/wKVXog9l_normal.jpg",27.9965945,-82.44269375,"FL","Florida","Florida"
"2045",2045,26429,"x234949370","x1100017544474361857","2019-02-25 12:59:54","jenlongaecker","Of course I have a cold and feel like I am dying -- my birthday is this week. #PerfectTiming #MyAnnualCold https://t.co/7RVbb1T1JL","Twitter for Android",106,"","","",FALSE,FALSE,0,0,"PerfectTiming MyAnnualCold",NA,"","","","http://pbs.twimg.com/tweet_video_thumb/D0QMHo-WsAAueD0.jpg","https://t.co/7RVbb1T1JL","https://twitter.com/jenlongaecker/status/1100017544474361857/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/D0QMHo-WsAAueD0.jpg","https://t.co/7RVbb1T1JL","https://twitter.com/jenlongaecker/status/1100017544474361857/photo/1",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/fea1c768c9a65cc7.json","Maplewood","Maplewood, MN","city","United States","US","NA NA","NA NA","-93.1059554 -92.984027 -92.984027 -93.1059554 44.8907728 44.8907728 45.036878 45.036878","https://twitter.com/jenlongaecker/status/1100017544474361857","Jen Longaecker","Woodbury, Minn. ","PIO/social media coordinator at @MnDPS_DPS. Pug mama. Snarky. Sassy. Former journalist. Opinions = my own.","https://t.co/LXPXjFWCGd",FALSE,397,1156,15,2353,3885,"2011-01-07 00:12:07",FALSE,"https://t.co/LXPXjFWCGd","http://jencullen77.weebly.com","en","https://pbs.twimg.com/profile_banners/234949370/1422287844","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/3018185628/951dd6ec91f1dd4e42155532ae53e1da_normal.jpeg",44.9638254,-93.0449912,"MN","Minnesota","Minnesota"
"2046",2046,26431,"x449111170","x1100014590992281601","2019-02-25 12:48:10","annaohno","lol well i just almost saw my roommates dick and had a cold shower because of him and his stupid gf. this day better turn around somewhere🤔","Twitter for iPhone",139,"","","",FALSE,FALSE,2,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/dea1eac2d7ef8878.json","Maryland","Maryland, USA","admin","United States","US","NA NA","NA NA","-79.487651 -74.986286 -74.986286 -79.487651 37.886607 37.886607 39.723622 39.723622","https://twitter.com/annaohno/status/1100014590992281601","pinky💕","butt hole university ","we’re just a bunch of cronenbergs walkin’ around🖖🏻👽","",FALSE,244,186,0,3849,5031,"2011-12-28 19:11:01",FALSE,"","","en","https://pbs.twimg.com/profile_banners/449111170/1549489885","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1099491367754043392/DCLpeLg9_normal.jpg",38.8051145,-77.2369685,"VA","Virginia","Virginia"
"2047",2047,26441,"x60727178","x1099996076520730626","2019-02-25 11:34:36","_nikkilyons","@brookevitti Yup it’s 6:30 and I’m skipping class I have at 9 to study for an exam bc I put it off bc somehow a damn cold had me unable to function all weekend. But how do you tell people “I can’t do this I have a cold” but also not go into *everything*","Twitter for iPhone",240,"x1099995001424044032","x1644297583","brookevitti",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"x1644297583","brookevitti","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","NA NA","NA NA","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483","https://twitter.com/_nikkilyons/status/1099996076520730626","Nikki Lyons","New York, NY","amygdala and glial cell enthusiast||budding tumor biologist||future neurosurgeon||kidney transplant recipient||patient advocate|| she/her||blm #girlmedtwitter","",FALSE,601,1233,11,32703,22396,"2009-07-27 22:16:57",FALSE,"","","en","https://pbs.twimg.com/profile_banners/60727178/1549245653","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1092240324762705921/uubvxqVo_normal.jpg",40.780709,-73.9685415,"NY","New York","New York"
"2048",2048,26445,"x17863822","x1099983502819287040","2019-02-25 10:44:38","bgordski","@drfixus NYT saw decrease in 💓 attacks after flu vaccine. Vax reduces need 4 meds, prolonging drug effectiveness. Vax shows milder case of flu if vaxed folk got flu. When community immunity threshold is reached those who can't receive vax are protected.","Twitter for Android",244,"x1099521902194900993","x323869695","drfixus",FALSE,FALSE,4,1,"",NA,"","","","","","","","","","",NA,"x323869695","drfixus","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/5a110d312052166f.json","San Francisco","San Francisco, CA","city","United States","US","NA NA","NA NA","-122.514926 -122.357031 -122.357031 -122.514926 37.708075 37.708075 37.833238 37.833238","https://twitter.com/bgordski/status/1099983502819287040","Bob McCullough","San Francisco, CA, United Stat","73 yo, Male, White, Married, Agent Orange Prostate cancer victim","https://t.co/wbKRIiYyez",FALSE,1800,4995,128,20433,8447,"2008-12-04 09:01:21",FALSE,"https://t.co/wbKRIiYyez","http://pcact.blogspot.com/","en","","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/247601291/Bob_McCullough_normal.jpg",37.7706565,-122.4359785,"CA","California","California"
"2049",2049,26467,"x263384126","x1099920184683491328","2019-02-25 06:33:02","k_hawk35","I have cold chills. https://t.co/cMi8uHDlVJ","Twitter for iPhone",19,"","","",TRUE,FALSE,1,0,"",NA,"twitter.com/imrock45/statu…","https://t.co/cMi8uHDlVJ","https://twitter.com/imrock45/status/1099901023936745473","","","","","","","",NA,"","","en","x1099901023936745473","Lady Gaga and Bradley Cooper absolutely KILLED this #Oscars 
https://t.co/0MIG7WT6m0","2019-02-25 05:16:53","Twitter for Android",10594,4117,"x889039611812597761","imrock45","Nirupam Bhardwaj",76,58,410,"Earth","😍😍",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/6ffcf3b0b904bbcb.json","Kentucky","Kentucky, USA","admin","United States","US","NA NA","NA NA","-89.57151 -81.964971 -81.964971 -89.57151 36.497129 36.497129 39.147359 39.147359","https://twitter.com/k_hawk35/status/1099920184683491328","Kenzi. 🖤","Carrollton, KY","KY | 22 | Dog Mom | Lab Tech | @cal_mccay14 ❤️ ”Don’t be the chaser, be the one who is chased. You are the tequila, not the lime.” 💕","https://t.co/sYfbc4IOYT",FALSE,1035,890,0,10187,10203,"2011-03-09 23:13:51",FALSE,"https://t.co/sYfbc4IOYT","https://curiouscat.me/k_hawk35?t=1548343757","en","https://pbs.twimg.com/profile_banners/263384126/1550052029","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1096717848523747329/llBNvLhO_normal.jpg",37.822244,-85.7682405,"KY","Kentucky","Kentucky"
"2050",2050,26472,"x634225064","x1099912161801859072","2019-02-25 06:01:09","SIERRBEAN","I have a cold right now and Dean thought it would be funny to rub Vick’s vaporub on my nipples and now they’re stinging. Should I call the police.","Twitter for iPhone",146,"","","",FALSE,FALSE,5,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json","Los Angeles","Los Angeles, CA","city","United States","US","NA NA","NA NA","-118.668404 -118.155409 -118.155409 -118.668404 33.704538 33.704538 34.337041 34.337041","https://twitter.com/SIERRBEAN/status/1099912161801859072","sierra","UCSB","personally offended when people talk shit about Beyoncé","",FALSE,365,331,9,26211,24432,"2012-07-13 02:30:54",FALSE,"","","en","https://pbs.twimg.com/profile_banners/634225064/1538541324","http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/1090344280785219585/iGP27Alf_normal.jpg",34.0207895,-118.4119065,"CA","California","California"
"2051",2051,26481,"x405247988","x1099899196629495808","2019-02-25 05:09:38","EmolyTheFirst","I spent all weekend trying to convince myself it wasn’t happening but it’s true, I caught a cold 🤒","Twitter for iPhone",98,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/d48f32df6ecc8aaa.json","Brownsville","Brownsville, TX","city","United States","US","NA NA","NA NA","-97.5800852 -97.374767 -97.374767 -97.5800852 25.8587233 25.8587233 26.085488 26.085488","https://twitter.com/EmolyTheFirst/status/1099899196629495808","Emoly ⚡️","Brownsville, TX","I Have Big Dreams And Little Hope. I sing lots of show tunes and Paramore. My heart is in San Antonio.","",FALSE,422,430,4,24668,48962,"2011-11-05 01:57:24",FALSE,"","","en","https://pbs.twimg.com/profile_banners/405247988/1413783144","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1095536754248089600/ytf9IzYP_normal.jpg",25.97210565,-97.4774261,"TX","Texas","Texas"
"2052",2052,26493,"x462544271","x1099884253989478401","2019-02-25 04:10:15","eli_rawls","This is the first time I’ve had a cold in like two years","Twitter for iPhone",56,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/7dda05213481260c.json","Gainesville","Gainesville, FL","city","United States","US","NA NA","NA NA","-82.421473 -82.239066 -82.239066 -82.421473 29.600496 29.600496 29.745847 29.745847","https://twitter.com/eli_rawls/status/1099884253989478401","Elijah Rawls","UF College of Journalism","@thealligator opinion columnist; co-host of @thefrequencyGHQ UF’s only hip-hop show","https://t.co/RWACJhZT4G",FALSE,1214,428,55,31250,32153,"2012-01-13 02:16:34",FALSE,"https://t.co/RWACJhZT4G","http://www.wuft.org/news/author/elijahrawls/","en","https://pbs.twimg.com/profile_banners/462544271/1551046426","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1035609159440326656/dI-fTp1i_normal.jpg",29.6731715,-82.3302695,"FL","Florida","Florida"
"2053",2053,26506,"x969274667419783173","x1099871422250475522","2019-02-25 03:19:16","tonixo_","snuggling with my cori bean cause it got cold real fast","Twitter for iPhone",55,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/fef01a8cb0eacb64.json","Akron","Akron, OH","city","United States","US","NA NA","NA NA","-81.628444 -81.405059 -81.405059 -81.628444 40.995137 40.995137 41.166618 41.166618","https://twitter.com/tonixo_/status/1099871422250475522","tt 💛","Akron, OH-somewhere south✈️","snhu 📚 cori m.💛","https://t.co/6lJ3vWIeBz",FALSE,1052,833,0,12866,17250,"2018-03-01 18:14:23",FALSE,"https://t.co/6lJ3vWIeBz","http://Instagram.com/xt.oni","en","https://pbs.twimg.com/profile_banners/969274667419783173/1550470105","","http://pbs.twimg.com/profile_images/1101956228245344256/0OmzOKHW_normal.jpg",41.0808775,-81.5167515,"OH","Ohio","Ohio"
"2054",2054,26519,"x754045860","x1099858242816102403","2019-02-25 02:26:54","GoMidWestYWoman","@ReelTalker My thoughts exactly. Does he have a cold? Shaved his head and realized that it was not a look for him?","Twitter for iPhone",102,"x1099857614660349953","x73987740","ReelTalker",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x73987740","ReelTalker","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/8e9665cec9370f0f.json","Minneapolis","Minneapolis, MN","city","United States","US","NA NA","NA NA","-93.329515 -93.194578 -93.194578 -93.329515 44.889964 44.889964 45.051257 45.051257","https://twitter.com/GoMidWestYWoman/status/1099858242816102403","TheSpecialSnowFlake","The Land of Ice and Snow","These are the observations of an East Coast transplant in Minnesota.","",FALSE,121,311,4,1352,1727,"2012-08-13 00:14:20",FALSE,"","","en","https://pbs.twimg.com/profile_banners/754045860/1431920046","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1085547719106744320/J2TmFljj_normal.jpg",44.9706105,-93.2620465,"MN","Minnesota","Minnesota"
"2055",2055,26520,"x408689111","x1099858193692401664","2019-02-25 02:26:42","mmegantheresaa",".@drewmonson7 answered me on his live feed the other night after I told him I had a cold. Such a gem of a being. 🧡","Twitter for iPhone",114,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"x1097015619805839361","drewmonson7","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json","Philadelphia","Philadelphia, PA","city","United States","US","NA NA","NA NA","-75.280284 -74.955712 -74.955712 -75.280284 39.871811 39.871811 40.13792 40.13792","https://twitter.com/mmegantheresaa/status/1099858193692401664","Megan","Philadelphia, PA","Have Courage + Be Kind https://t.co/dDTgCC9ATk","https://t.co/uNASefxlAq",FALSE,196,70,1,11501,7682,"2011-11-09 19:18:30",FALSE,"https://t.co/uNASefxlAq","http://Instagram.com/meganxalicyn","en","https://pbs.twimg.com/profile_banners/408689111/1546566484","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1090109472440307712/4KGQBuLU_normal.jpg",40.0048655,-75.117998,"PA","Pennsylvania","Pennsylvania"
"2056",2056,26524,"x114679758","x1099852352922611712","2019-02-25 02:03:29","RunADZ_","@DouglasRMikes @MattBraun1Word @AbelGe87 @jjanwar134 @Ed650b @warriorsworld Mike Conley had a cold the Warriors chips don’t count 😂","Twitter for iPhone",55,"x1099852074764820481","x976640020747440128","DouglasRMikes",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x976640020747440128 x423682255 x1573320212 x1083215195680526336 x392701621 x18198414","DouglasRMikes MattBraun1Word AbelGe87 jjanwar134 Ed650b warriorsworld","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/8004d2bebcc13e8c.json","Concord","Concord, CA","city","United States","US","NA NA","NA NA","-122.066245 -121.931044 -121.931044 -122.066245 37.924231 37.924231 38.022423 38.022423","https://twitter.com/RunADZ_/status/1099852352922611712","#1 Becky Lynch Stan Account","Concord, CA","-Oakland Raiders Season Ticket Holder - Cal Football Season Ticket Holder - Warriors fan - SF Giants fan","",FALSE,1534,1579,56,205720,24961,"2010-02-16 07:37:12",FALSE,"","","en","https://pbs.twimg.com/profile_banners/114679758/1551397081","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1096284971562487808/KBekDSIG_normal.jpg",37.973327,-121.9986445,"CA","California","California"
"2057",2057,26535,"x1965902875","x1099842694401138688","2019-02-25 01:25:07","royy44","It was hot when I got to the park, and it got cold outta no where","Twitter for iPhone",65,"","","",FALSE,FALSE,2,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json","Houston","Houston, TX","city","United States","US","NA NA","NA NA","-95.823268 -95.069705 -95.069705 -95.823268 29.522325 29.522325 30.1546646 30.1546646","https://twitter.com/royy44/status/1099842694401138688","brr","Acres Homes, Houston","RHLM","",FALSE,104,33,1,18096,4584,"2013-10-17 01:49:13",FALSE,"","","en","https://pbs.twimg.com/profile_banners/1965902875/1535829706","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1093592163303202816/M5_LpJ73_normal.jpg",29.8384948,-95.4464865,"TX","Texas","Texas"
